"fila","decil","tamanio_localidad","marginacion","n","gasto_prom","ingreso_prom","rubro","prop_ingreso"
"1256","10","Menos de 2500","Muy bajo",39,98.2952362693242,113401.495323467,"SALUD",0.000866789595577611
"1257","10","Menos de 2500","Bajo",42,69.0985706097667,132499.138063408,"SALUD",0.000521502038577029
"1258","10","Menos de 2500","Medio",34,139.84694952504,115038.20061555,"SALUD",0.00121565661473096
"1259","10","Menos de 2500","Alto",26,118.912028928343,107131.252652092,"SALUD",0.00110996582215378
"1260","10","Menos de 2500","Muy alto",3,64.2184711486427,92007.8558091286,"SALUD",0.000697967261424554
"1261","1","100 mil o más","Muy bajo",431,147.950057069534,7023.87328834629,"TRANSPORTE",0.0210638846966397
"1262","1","100 mil o más","Bajo",59,151.942204816992,5957.20544233532,"TRANSPORTE",0.0255056177410306
"1263","1","100 mil o más","Medio",92,123.623234831576,6834.84765741627,"TRANSPORTE",0.0180871968225124
"1264","1","De 15 mil a 100 mil","Muy bajo",89,52.4941829696062,6616.99354063579,"TRANSPORTE",0.00793323775325347
"1265","1","De 15 mil a 100 mil","Bajo",88,48.1563626363092,6756.55020545886,"TRANSPORTE",0.00712735955064789
"1266","1","De 15 mil a 100 mil","Medio",81,46.6013397021242,6636.2430995281,"TRANSPORTE",0.00702224722681391
"1267","1","De 15 mil a 100 mil","Alto",123,39.6634528949659,7079.54975684921,"TRANSPORTE",0.00560253889826722
"1268","1","De 15 mil a 100 mil","Muy alto",49,11.7534146208468,6001.2096680791,"TRANSPORTE",0.00195850757945755
"1269","1","De 2500 a 15 mil","Muy bajo",36,57.2531942401474,7150.98644546082,"TRANSPORTE",0.00800633516463867
"1270","1","De 2500 a 15 mil","Bajo",61,48.2518237830709,6781.63520983796,"TRANSPORTE",0.00711507214559006
"1271","1","De 2500 a 15 mil","Medio",88,35.9516281287913,6727.00920001604,"TRANSPORTE",0.00534437029292387
"1272","1","De 2500 a 15 mil","Alto",170,36.4031581132662,6764.65228144605,"TRANSPORTE",0.0053813790567051
"1273","1","De 2500 a 15 mil","Muy alto",93,24.949556278568,5862.44868842607,"TRANSPORTE",0.00425582510049507
"1274","1","Menos de 2500","Muy bajo",64,74.8579265094984,6479.50237467619,"TRANSPORTE",0.0115530363569377
"1275","1","Menos de 2500","Bajo",140,54.9229018318576,6485.37023565922,"TRANSPORTE",0.00846873807294286
"1276","1","Menos de 2500","Medio",263,52.3707887801828,6406.52806754724,"TRANSPORTE",0.00817459757110424
"1277","1","Menos de 2500","Alto",620,34.9479899348914,6228.84676040301,"TRANSPORTE",0.00561066779761817
"1278","1","Menos de 2500","Muy alto",671,18.8277129074623,5744.24406355316,"TRANSPORTE",0.00327766590332101
"1279","2","100 mil o más","Muy bajo",700,392.394647415773,11266.0272977433,"TRANSPORTE",0.0348299038379193
"1280","2","100 mil o más","Bajo",78,402.982662267806,11210.7545719358,"TRANSPORTE",0.0359460783555645
"1281","2","100 mil o más","Medio",61,327.874801869965,11300.2761040575,"TRANSPORTE",0.0290147602457463
"1282","2","De 15 mil a 100 mil","Muy bajo",125,187.991379719996,11270.814530134,"TRANSPORTE",0.0166794848071873
"1283","2","De 15 mil a 100 mil","Bajo",136,172.456842667669,11317.13165387,"TRANSPORTE",0.0152385646771809
"1284","2","De 15 mil a 100 mil","Medio",128,166.888017920607,11331.8299526236,"TRANSPORTE",0.0147273669494102
"1285","2","De 15 mil a 100 mil","Alto",121,142.042161880554,10987.6868584801,"TRANSPORTE",0.0129273944288764
"1286","2","De 15 mil a 100 mil","Muy alto",20,42.0911519410488,10847.0223157895,"TRANSPORTE",0.00388043379239469
"1287","2","De 2500 a 15 mil","Muy bajo",48,219.285262164271,11456.3767700261,"TRANSPORTE",0.0191408912753286
"1288","2","De 2500 a 15 mil","Bajo",99,184.809144144795,10971.9937112606,"TRANSPORTE",0.0168437158285212
"1289","2","De 2500 a 15 mil","Medio",129,137.698207143997,11099.0332099448,"TRANSPORTE",0.0124063244554146
"1290","2","De 2500 a 15 mil","Alto",151,139.427610589427,11144.1280776753,"TRANSPORTE",0.0125113072658182
"1291","2","De 2500 a 15 mil","Muy alto",46,95.5592096306801,11011.9222354344,"TRANSPORTE",0.00867779553720307
"1292","2","Menos de 2500","Muy bajo",57,306.642634388967,11232.7869648457,"TRANSPORTE",0.0272988916596247
"1293","2","Menos de 2500","Bajo",151,224.98223086801,11025.375921108,"TRANSPORTE",0.0204058557710748
"1294","2","Menos de 2500","Medio",255,214.527938279627,11152.2924019506,"TRANSPORTE",0.0192362189357683
"1295","2","Menos de 2500","Alto",410,143.15843627157,10940.1713138121,"TRANSPORTE",0.0130855753685348
"1296","2","Menos de 2500","Muy alto",255,77.1244910955148,10904.5170574151,"TRANSPORTE",0.00707271039051378
"1297","3","100 mil o más","Muy bajo",937,591.732144030866,14910.6500758462,"TRANSPORTE",0.0396852009148423
"1298","3","100 mil o más","Bajo",87,607.698897872581,14774.1055666619,"TRANSPORTE",0.0411327031020996
"1299","3","100 mil o más","Medio",58,494.436049971494,14919.4526612513,"TRANSPORTE",0.0331403611913753
"1300","3","De 15 mil a 100 mil","Muy bajo",156,479.084324672699,14918.3825600534,"TRANSPORTE",0.0321136907935
"1301","3","De 15 mil a 100 mil","Bajo",150,439.495524383988,14959.9281198251,"TRANSPORTE",0.0293781842308161
"1302","3","De 15 mil a 100 mil","Medio",105,425.303721299967,14860.157003881,"TRANSPORTE",0.0286204056383046
"1303","3","De 15 mil a 100 mil","Alto",80,361.985604358471,15035.2717049243,"TRANSPORTE",0.0240757607486345
"1304","3","De 15 mil a 100 mil","Muy alto",11,107.26667964153,15167.0942071197,"TRANSPORTE",0.00707232896273414
"1305","3","De 2500 a 15 mil","Muy bajo",51,488.311761494743,15048.141404043,"TRANSPORTE",0.0324499716199868
"1306","3","De 2500 a 15 mil","Bajo",90,411.539187962523,14910.5774570967,"TRANSPORTE",0.0276004862418423
"1307","3","De 2500 a 15 mil","Medio",110,306.630976593563,15150.2169929536,"TRANSPORTE",0.0202393785340618
"1308","3","De 2500 a 15 mil","Alto",145,310.482070060206,14858.9647095984,"TRANSPORTE",0.0208952693628544
"1309","3","De 2500 a 15 mil","Muy alto",31,212.7944464874,14817.5046621813,"TRANSPORTE",0.0143610176840717
"1310","3","Menos de 2500","Muy bajo",89,468.03973700349,14834.7904107529,"TRANSPORTE",0.0315501415284058
"1311","3","Menos de 2500","Bajo",125,343.398511372133,14803.6316419215,"TRANSPORTE",0.0231969100338652
"1312","3","Menos de 2500","Medio",222,327.441746708255,14736.6209665568,"TRANSPORTE",0.0222195948074766
"1313","3","Menos de 2500","Alto",260,218.50789600208,14669.2680727298,"TRANSPORTE",0.014895623620669
"1314","3","Menos de 2500","Muy alto",132,117.71789856732,14671.9221088686,"TRANSPORTE",0.00802334538677546
"1315","4","100 mil o más","Muy bajo",1075,1129.1249119335,18739.8613218548,"TRANSPORTE",0.0602525756482889
"1316","4","100 mil o más","Bajo",105,1159.59217614435,18811.6044584986,"TRANSPORTE",0.0616423856190786
"1317","4","100 mil o más","Medio",40,943.46752504407,18721.4658619134,"TRANSPORTE",0.0503949600956966
"1318","4","De 15 mil a 100 mil","Muy bajo",173,802.36902257008,18737.0497043727,"TRANSPORTE",0.0428225913486704
"1319","4","De 15 mil a 100 mil","Bajo",185,736.065815949886,18609.2773386727,"TRANSPORTE",0.0395537023041855
"1320","4","De 15 mil a 100 mil","Medio",102,712.297425741555,18782.7978122765,"TRANSPORTE",0.0379228607399476
"1321","4","De 15 mil a 100 mil","Alto",102,606.252429140968,18705.0980062611,"TRANSPORTE",0.0324110800669442
"1322","4","De 15 mil a 100 mil","Muy alto",8,179.64992062866,18491.9747325103,"TRANSPORTE",0.00971502087945326
"1323","4","De 2500 a 15 mil","Muy bajo",61,872.364349580184,18511.9156651859,"TRANSPORTE",0.0471244773019779
"1324","4","De 2500 a 15 mil","Bajo",107,735.210872169639,18773.2090874119,"TRANSPORTE",0.0391627701340962
"1325","4","De 2500 a 15 mil","Medio",99,547.793343449487,18619.7053240269,"TRANSPORTE",0.0294200866188045
"1326","4","De 2500 a 15 mil","Alto",111,554.673285597399,18609.4557312925,"TRANSPORTE",0.0298059918358974
"1327","4","De 2500 a 15 mil","Muy alto",27,380.15526872367,18902.9050481899,"TRANSPORTE",0.020110944204318
"1328","4","Menos de 2500","Muy bajo",77,815.754174904996,19047.4487443694,"TRANSPORTE",0.0428274770995848
"1329","4","Menos de 2500","Bajo",130,598.514927645625,18759.2368776674,"TRANSPORTE",0.0319050786313248
"1330","4","Menos de 2500","Medio",160,570.703619404775,18782.3253492993,"TRANSPORTE",0.0303851418177071
"1331","4","Menos de 2500","Alto",168,380.841014869301,18884.6961118706,"TRANSPORTE",0.0201666477772926
"1332","4","Menos de 2500","Muy alto",90,205.172466415184,18492.3561804703,"TRANSPORTE",0.0110949878107942
"1333","5","100 mil o más","Muy bajo",1218,1631.3050961021,22878.47655914,"TRANSPORTE",0.0713030472936096
"1334","5","100 mil o más","Bajo",114,1675.32272676254,22993.9451560455,"TRANSPORTE",0.072859299063
"1335","5","100 mil o más","Medio",39,1363.07627717782,22913.7135460674,"TRANSPORTE",0.0594873578408575
"1336","5","De 15 mil a 100 mil","Muy bajo",177,1439.85210293669,22979.8457172511,"TRANSPORTE",0.0626571701417379
"1337","5","De 15 mil a 100 mil","Bajo",155,1320.87092493248,22725.0001591237,"TRANSPORTE",0.0581241327033466
"1338","5","De 15 mil a 100 mil","Medio",111,1278.21852214896,22865.3593403675,"TRANSPORTE",0.0559019652007979
"1339","5","De 15 mil a 100 mil","Alto",65,1087.92065778255,23237.2771017125,"TRANSPORTE",0.0468179061178545
"1340","5","De 15 mil a 100 mil","Muy alto",9,322.381982265433,22842.9040976059,"TRANSPORTE",0.0141130033592892
"1341","5","De 2500 a 15 mil","Muy bajo",61,1487.10291754981,22953.2131125139,"TRANSPORTE",0.0647884420477523
"1342","5","De 2500 a 15 mil","Bajo",75,1253.29999274675,22992.1086753979,"TRANSPORTE",0.0545100064739955
"1343","5","De 2500 a 15 mil","Medio",77,933.812895440583,23041.0946056033,"TRANSPORTE",0.040528148138131
"1344","5","De 2500 a 15 mil","Alto",78,945.541001894385,23000.8360262877,"TRANSPORTE",0.0411089840740451
"1345","5","De 2500 a 15 mil","Muy alto",17,648.043457417642,22546.3276996424,"TRANSPORTE",0.0287427498637802
"1346","5","Menos de 2500","Muy bajo",86,1591.45474452209,23091.2663493191,"TRANSPORTE",0.0689202021425309
"1347","5","Menos de 2500","Bajo",87,1167.64271707899,22846.8497170179,"TRANSPORTE",0.0511073837987058
"1348","5","Menos de 2500","Medio",124,1113.38563828343,22677.4680279826,"TRANSPORTE",0.0490965586153436
"1349","5","Menos de 2500","Alto",139,742.982700592123,22738.3568663145,"TRANSPORTE",0.0326753030115736
"1350","5","Menos de 2500","Muy alto",54,400.270945782629,23182.0056755073,"TRANSPORTE",0.0172664501676631
"1351","6","100 mil o más","Muy bajo",1331,2267.99543688072,27862.3213204827,"TRANSPORTE",0.0814000890591059
"1352","6","100 mil o más","Bajo",103,2329.19293181208,27260.6492557842,"TRANSPORTE",0.0854415795441068
"1353","6","100 mil o más","Medio",46,1895.07823164643,27940.4203241701,"TRANSPORTE",0.0678256880053832
"1354","6","De 15 mil a 100 mil","Muy bajo",175,1967.46366741965,27843.4029110195,"TRANSPORTE",0.0706617532960021
"1355","6","De 15 mil a 100 mil","Bajo",150,1804.88367434847,27565.5432724353,"TRANSPORTE",0.0654760784690682
"1356","6","De 15 mil a 100 mil","Medio",114,1746.60195741775,27761.03878357,"TRANSPORTE",0.0629155836362815
"1357","6","De 15 mil a 100 mil","Alto",62,1486.57237986471,27395.7493803309,"TRANSPORTE",0.0542628843338744
"1358","6","De 15 mil a 100 mil","Muy alto",4,440.513880428136,28256.2359330144,"TRANSPORTE",0.015589970351056
"1359","6","De 2500 a 15 mil","Muy bajo",61,1795.89959950342,27772.8114282316,"TRANSPORTE",0.0646639467575781
"1360","6","De 2500 a 15 mil","Bajo",80,1513.54753486935,27901.3130802853,"TRANSPORTE",0.0542464625415353
"1361","6","De 2500 a 15 mil","Medio",67,1127.71899319265,27164.0365482373,"TRANSPORTE",0.0415151478385795
"1362","6","De 2500 a 15 mil","Alto",74,1141.88243910386,27610.57326759,"TRANSPORTE",0.0413567088244501
"1363","6","De 2500 a 15 mil","Muy alto",20,782.609577216311,27570.6187911482,"TRANSPORTE",0.0283856370125278
"1364","6","Menos de 2500","Muy bajo",93,1748.09167667665,27709.6714871489,"TRANSPORTE",0.0630859762262922
"1365","6","Menos de 2500","Bajo",68,1282.56648328446,27933.7963819232,"TRANSPORTE",0.0459145067769751
"1366","6","Menos de 2500","Medio",94,1222.96921978925,27871.2400949352,"TRANSPORTE",0.0438792538697081
"1367","6","Menos de 2500","Alto",90,816.109838716464,27715.249976999,"TRANSPORTE",0.0294462376992362
"1368","6","Menos de 2500","Muy alto",30,439.66711030438,28103.2329346105,"TRANSPORTE",0.0156447164398267
"1369","7","100 mil o más","Muy bajo",1483,3064.24925543529,34261.1826938121,"TRANSPORTE",0.0894379298817587
"1370","7","100 mil o más","Bajo",105,3146.93212826415,34417.6012215345,"TRANSPORTE",0.0914338017925307
"1371","7","100 mil o más","Medio",43,2560.40729456303,33914.1574247642,"TRANSPORTE",0.0754967096040374
"1372","7","De 15 mil a 100 mil","Muy bajo",224,3017.82324378799,34291.4328051643,"TRANSPORTE",0.0880051662155541
"1373","7","De 15 mil a 100 mil","Bajo",157,2768.44751696509,34466.3422290368,"TRANSPORTE",0.080323217896698
"1374","7","De 15 mil a 100 mil","Medio",98,2679.05124364301,34627.3263434596,"TRANSPORTE",0.0773681229982987
"1375","7","De 15 mil a 100 mil","Alto",62,2280.20103044421,33917.6377084172,"TRANSPORTE",0.0672275896702068
"1376","7","De 15 mil a 100 mil","Muy alto",3,675.688730425067,33025.9483703704,"TRANSPORTE",0.0204593286117794
"1377","7","De 2500 a 15 mil","Muy bajo",58,3269.65026687541,34543.8271720453,"TRANSPORTE",0.0946522297772896
"1378","7","De 2500 a 15 mil","Bajo",75,2755.59452359518,34562.9261431757,"TRANSPORTE",0.0797268874799613
"1379","7","De 2500 a 15 mil","Medio",57,2053.14746340483,34268.5896162515,"TRANSPORTE",0.0599133925964418
"1380","7","De 2500 a 15 mil","Alto",59,2078.93371267752,33668.4658149794,"TRANSPORTE",0.0617472065434173
"1381","7","De 2500 a 15 mil","Muy alto",16,1424.83444718615,34370.258410706,"TRANSPORTE",0.0414554476186985
"1382","7","Menos de 2500","Muy bajo",77,3416.64965913524,34112.4284633449,"TRANSPORTE",0.100158499791551
"1383","7","Menos de 2500","Bajo",61,2506.77947638695,34567.490506992,"TRANSPORTE",0.0725184107848357
"1384","7","Menos de 2500","Medio",75,2390.29647237569,34610.3919728008,"TRANSPORTE",0.069062970285172
"1385","7","Menos de 2500","Alto",80,1595.08877002629,34129.2538118102,"TRANSPORTE",0.0467367021506435
"1386","7","Menos de 2500","Muy alto",19,859.3304931484,33559.4843137255,"TRANSPORTE",0.0256061888530553
"1387","8","100 mil o más","Muy bajo",1479,3994.1085293372,43744.2975175058,"TRANSPORTE",0.0913058102656426
"1388","8","100 mil o más","Bajo",81,4101.88186626036,42956.2823176583,"TRANSPORTE",0.0954896849761641
"1389","8","100 mil o más","Medio",47,3337.37361458378,43681.8059041045,"TRANSPORTE",0.0764019148363596
"1390","8","De 15 mil a 100 mil","Muy bajo",198,3427.39240698312,43126.2536991928,"TRANSPORTE",0.0794734555635023
"1391","8","De 15 mil a 100 mil","Bajo",152,3144.17221690446,43351.3453136453,"TRANSPORTE",0.0725276734587241
"1392","8","De 15 mil a 100 mil","Medio",97,3042.64337187668,43142.214816271,"TRANSPORTE",0.07052589638326
"1393","8","De 15 mil a 100 mil","Alto",41,2589.66250388204,44267.9002941786,"TRANSPORTE",0.0584997817080244
"1394","8","De 15 mil a 100 mil","Muy alto",4,767.391009011231,43702.4642583732,"TRANSPORTE",0.0175594448055456
"1395","8","De 2500 a 15 mil","Muy bajo",54,4154.42717986912,42255.3315949245,"TRANSPORTE",0.0983172305851253
"1396","8","De 2500 a 15 mil","Bajo",66,3501.26645083195,41249.5937066392,"TRANSPORTE",0.0848800227156762
"1397","8","De 2500 a 15 mil","Medio",60,2608.7351642774,42479.157042666,"TRANSPORTE",0.0614121217531975
"1398","8","De 2500 a 15 mil","Alto",48,2641.49924785426,43838.3855080636,"TRANSPORTE",0.0602553952943452
"1399","8","De 2500 a 15 mil","Muy alto",9,1810.3988105337,42302.7767595172,"TRANSPORTE",0.0427962169203563
"1400","8","Menos de 2500","Muy bajo",64,4006.10398638338,43580.4809483422,"TRANSPORTE",0.0919242720412375
"1401","8","Menos de 2500","Bajo",74,2939.25929055927,42947.3186764055,"TRANSPORTE",0.0684387147124519
"1402","8","Menos de 2500","Medio",62,2802.68016383767,42790.1859881599,"TRANSPORTE",0.0654982000922637
"1403","8","Menos de 2500","Alto",54,1870.27998696307,42908.6577697827,"TRANSPORTE",0.0435874735816174
"1404","8","Menos de 2500","Muy alto",22,1007.58569287509,42818.6274499482,"TRANSPORTE",0.0235314804065797
"1405","9","100 mil o más","Muy bajo",1631,5846.50188474071,59691.0573082088,"TRANSPORTE",0.0979460265639605
"1406","9","100 mil o más","Bajo",99,6004.25849385665,60475.0841048964,"TRANSPORTE",0.0992848308146546
"1407","9","100 mil o más","Medio",43,4885.18551400642,57820.67203756,"TRANSPORTE",0.0844885633780429
"1408","9","De 15 mil a 100 mil","Muy bajo",187,5874.31021580362,59384.7149791407,"TRANSPORTE",0.0989195657142922
"1409","9","De 15 mil a 100 mil","Bajo",125,5388.89067292838,58653.9851945659,"TRANSPORTE",0.0918759510552003
"1410","9","De 15 mil a 100 mil","Medio",86,5214.87735314174,58924.1098621347,"TRANSPORTE",0.0885015889988502
"1411","9","De 15 mil a 100 mil","Alto",43,4438.49991392451,57843.694440239,"TRANSPORTE",0.076732649200167
"1412","9","De 15 mil a 100 mil","Muy alto",3,1315.25437087678,62650.31,"TRANSPORTE",0.0209935812109594
"1413","9","De 2500 a 15 mil","Muy bajo",42,6755.25009214549,58867.0841669751,"TRANSPORTE",0.114754283955774
"1414","9","De 2500 a 15 mil","Bajo",52,5693.18692834296,60308.4799535354,"TRANSPORTE",0.0944011013497483
"1415","9","De 2500 a 15 mil","Medio",37,4241.89850896664,59104.5880491758,"TRANSPORTE",0.0717693608732596
"1416","9","De 2500 a 15 mil","Alto",44,4295.17410378736,56405.6375314511,"TRANSPORTE",0.0761479577532019
"1417","9","De 2500 a 15 mil","Muy alto",15,2943.77448510842,58550.9958160301,"TRANSPORTE",0.0502771036441103
"1418","9","Menos de 2500","Muy bajo",56,5851.52346079968,60456.0022428987,"TRANSPORTE",0.0967897850289466
"1419","9","Menos de 2500","Bajo",35,4293.23471256827,59387.61015425,"TRANSPORTE",0.0722917575133478
"1420","9","Menos de 2500","Medio",32,4093.74014966032,57732.6720632892,"TRANSPORTE",0.0709085514900916
"1421","9","Menos de 2500","Alto",50,2731.82804543827,57563.4689818677,"TRANSPORTE",0.0474576687916217
"1422","9","Menos de 2500","Muy alto",14,1471.73197225627,58582.9331858228,"TRANSPORTE",0.0251221967255889
"1423","10","100 mil o más","Muy bajo",1722,9854.63212451402,128731.369458463,"TRANSPORTE",0.0765519093440059
"1424","10","100 mil o más","Bajo",99,10120.5404195038,117325.112468943,"TRANSPORTE",0.0862606496301705
"1425","10","100 mil o más","Medio",33,8234.2753067651,125107.670393822,"TRANSPORTE",0.0658175096766225
"1426","10","De 15 mil a 100 mil","Muy bajo",151,9326.9843434312,133606.410632705,"TRANSPORTE",0.0698094073425251
"1427","10","De 15 mil a 100 mil","Bajo",122,8556.25547310336,111043.866582914,"TRANSPORTE",0.0770529317503062
"1428","10","De 15 mil a 100 mil","Medio",76,8279.96439390462,134245.438402788,"TRANSPORTE",0.0616778081431826
"1429","10","De 15 mil a 100 mil","Alto",26,7047.26473105299,103548.737527488,"TRANSPORTE",0.0680574664580749
"1430","10","De 15 mil a 100 mil","Muy alto",1,2088.30594123856,123389.01,"TRANSPORTE",0.0169245700345482
"1431","10","De 2500 a 15 mil","Muy bajo",26,11434.850875243,103944.013880933,"TRANSPORTE",0.110009710499938
"1432","10","De 2500 a 15 mil","Bajo",39,9637.05897520123,99205.7686233298,"TRANSPORTE",0.0971421229726244
"1433","10","De 2500 a 15 mil","Medio",30,7180.41171181581,101128.465912641,"TRANSPORTE",0.0710028738893218
"1434","10","De 2500 a 15 mil","Alto",25,7270.59319599084,104917.425538664,"TRANSPORTE",0.0692982424860541
"1435","10","De 2500 a 15 mil","Muy alto",5,4983.03124046399,109072.866274062,"TRANSPORTE",0.0456853423833511
"1436","10","Menos de 2500","Muy bajo",39,7464.1648439527,113401.495323467,"TRANSPORTE",0.0658206915408115
"1437","10","Menos de 2500","Bajo",42,5476.42196480056,132499.138063408,"TRANSPORTE",0.0413317553973806
"1438","10","Menos de 2500","Medio",34,5221.94801234836,115038.20061555,"TRANSPORTE",0.0453931649174501
"1439","10","Menos de 2500","Alto",26,3484.70188864573,107131.252652092,"TRANSPORTE",0.0325274072913372
"1440","10","Menos de 2500","Muy alto",3,1877.33162487,92007.8558091286,"TRANSPORTE",0.0204040362462586
"1441","1","100 mil o más","Muy bajo",431,2.03183756020782,7023.87328834629,"MANTE",0.000289275941748402
"1442","1","100 mil o más","Bajo",59,1.50045744538116,5957.20544233532,"MANTE",0.000251872704392238
"1443","1","100 mil o más","Medio",92,1.37213640468303,6834.84765741627,"MANTE",0.000200755960258188
"1444","1","De 15 mil a 100 mil","Muy bajo",89,3.24953009803245,6616.99354063579,"MANTE",0.000491088600597337
"1445","1","De 15 mil a 100 mil","Bajo",88,2.39969066675007,6756.55020545886,"MANTE",0.000355165075930506
"1446","1","De 15 mil a 100 mil","Medio",81,2.19446605031137,6636.2430995281,"MANTE",0.000330678972635498
"1447","1","De 15 mil a 100 mil","Alto",123,1.41805967904264,7079.54975684921,"MANTE",0.000200303653162508
"1448","1","De 15 mil a 100 mil","Muy alto",49,0.984333236438667,6001.2096680791,"MANTE",0.000164022470615285
"1449","1","De 2500 a 15 mil","Muy bajo",36,3.53931916688457,7150.98644546082,"MANTE",0.00049494138939827
"1450","1","De 2500 a 15 mil","Bajo",61,2.61369210784203,6781.63520983796,"MANTE",0.0003854073578081
"1451","1","De 2500 a 15 mil","Medio",88,2.39016581432721,6727.00920001604,"MANTE",0.000355308836848552
"1452","1","De 2500 a 15 mil","Alto",170,1.5445204846266,6764.65228144605,"MANTE",0.000228322228603365
"1453","1","De 2500 a 15 mil","Muy alto",93,1.07211485514116,5862.44868842607,"MANTE",0.000182878334996395
"1454","1","Menos de 2500","Muy bajo",64,4.39870776134085,6479.50237467619,"MANTE",0.000678865058917533
"1455","1","Menos de 2500","Bajo",140,3.24832749419431,6485.37023565922,"MANTE",0.000500870016076134
"1456","1","Menos de 2500","Medio",263,2.97052637036606,6406.52806754724,"MANTE",0.000463671795244837
"1457","1","Menos de 2500","Alto",620,1.91954834332084,6228.84676040301,"MANTE",0.000308170744466451
"1458","1","Menos de 2500","Muy alto",671,1.33243703435465,5744.24406355316,"MANTE",0.000231960379749334
"1459","2","100 mil o más","Muy bajo",700,2.5096357424906,11266.0272977433,"MANTE",0.000222761375963761
"1460","2","100 mil o más","Bajo",78,1.85329089918961,11210.7545719358,"MANTE",0.000165313662635074
"1461","2","100 mil o más","Medio",61,1.69480554353478,11300.2761040575,"MANTE",0.00014997912687516
"1462","2","De 15 mil a 100 mil","Muy bajo",125,3.82991801153836,11270.814530134,"MANTE",0.00033980844962878
"1463","2","De 15 mil a 100 mil","Bajo",136,2.82827984764924,11317.13165387,"MANTE",0.000249911367487015
"1464","2","De 15 mil a 100 mil","Medio",128,2.58641768896596,11331.8299526236,"MANTE",0.000228243602293655
"1465","2","De 15 mil a 100 mil","Alto",121,1.67132824545562,10987.6868584801,"MANTE",0.000152109198867978
"1466","2","De 15 mil a 100 mil","Muy alto",20,1.16014010054491,10847.0223157895,"MANTE",0.000106954707639548
"1467","2","De 2500 a 15 mil","Muy bajo",48,3.86396526505589,11456.3767700261,"MANTE",0.000337276378266938
"1468","2","De 2500 a 15 mil","Bajo",99,2.85342272556499,10971.9937112606,"MANTE",0.00026006419623049
"1469","2","De 2500 a 15 mil","Medio",129,2.60941045760831,11099.0332099448,"MANTE",0.000235102500213286
"1470","2","De 2500 a 15 mil","Alto",151,1.68618604040387,11144.1280776753,"MANTE",0.000151307130414425
"1471","2","De 2500 a 15 mil","Muy alto",46,1.17045352866533,11011.9222354344,"MANTE",0.000106289665295585
"1472","2","Menos de 2500","Muy bajo",57,7.1673547264952,11232.7869648457,"MANTE",0.000638074482221221
"1473","2","Menos de 2500","Bajo",151,5.2928769944497,11025.375921108,"MANTE",0.000480063177194398
"1474","2","Menos de 2500","Medio",255,4.84025323567043,11152.2924019506,"MANTE",0.000434014197370206
"1475","2","Menos de 2500","Alto",410,3.12774382206152,10940.1713138121,"MANTE",0.000285895323971089
"1476","2","Menos de 2500","Muy alto",255,2.17110016663184,10904.5170574151,"MANTE",0.00019910099229525
"1477","3","100 mil o más","Muy bajo",937,3.64406611871394,14910.6500758462,"MANTE",0.000244393510690521
"1478","3","100 mil o más","Bajo",87,2.69104622131182,14774.1055666619,"MANTE",0.000182146134611643
"1479","3","100 mil o más","Medio",58,2.46090269775609,14919.4526612513,"MANTE",0.000164945910123601
"1480","3","De 15 mil a 100 mil","Muy bajo",156,7.33691656201599,14918.3825600534,"MANTE",0.000491803755030513
"1481","3","De 15 mil a 100 mil","Bajo",150,5.41811837301714,14959.9281198251,"MANTE",0.000362175428225286
"1482","3","De 15 mil a 100 mil","Medio",105,4.95475031804543,14860.157003881,"MANTE",0.000333425166150762
"1483","3","De 15 mil a 100 mil","Alto",80,3.20174493913905,15035.2717049243,"MANTE",0.000212948924500674
"1484","3","De 15 mil a 100 mil","Muy alto",11,2.22245945135179,15167.0942071197,"MANTE",0.000146531657349931
"1485","3","De 2500 a 15 mil","Muy bajo",51,7.81069449431891,15048.141404043,"MANTE",0.00051904712247191
"1486","3","De 2500 a 15 mil","Bajo",90,5.76799081575829,14910.5774570967,"MANTE",0.000386838862033006
"1487","3","De 2500 a 15 mil","Medio",110,5.27470098682008,15150.2169929536,"MANTE",0.000348160094952658
"1488","3","De 2500 a 15 mil","Alto",145,3.4084961109978,14858.9647095984,"MANTE",0.000229389878609511
"1489","3","De 2500 a 15 mil","Muy alto",31,2.36597372394688,14817.5046621813,"MANTE",0.000159674235162251
"1490","3","Menos de 2500","Muy bajo",89,9.17382807646478,14834.7904107529,"MANTE",0.000618399574409572
"1491","3","Menos de 2500","Bajo",125,6.77462882831759,14803.6316419215,"MANTE",0.000457632896588222
"1492","3","Menos de 2500","Medio",222,6.19524935241575,14736.6209665568,"MANTE",0.000420398228771388
"1493","3","Menos de 2500","Alto",260,4.00335173067337,14669.2680727298,"MANTE",0.000272907394617432
"1494","3","Menos de 2500","Muy alto",132,2.77888684453205,14671.9221088686,"MANTE",0.000189401690106597
"1495","4","100 mil o más","Muy bajo",1075,4.73929778735345,18739.8613218548,"MANTE",0.000252899298770497
"1496","4","100 mil o más","Bajo",105,3.49983330340588,18811.6044584986,"MANTE",0.000186046507150789
"1497","4","100 mil o más","Medio",40,3.2005351379261,18721.4658619134,"MANTE",0.000170955370777735
"1498","4","De 15 mil a 100 mil","Muy bajo",173,10.9742624125829,18737.0497043727,"MANTE",0.000585698527021666
"1499","4","De 15 mil a 100 mil","Bajo",185,8.10417297987957,18609.2773386727,"MANTE",0.000435491009800684
