"fila","decil","tamanio_localidad","marginacion","n","gasto_prom","ingreso_prom","rubro","prop_ingreso"
"1500","4","De 15 mil a 100 mil","Medio",102,7.41112165562127,18782.7978122765,"MANTE",0.000394569633858132
"1501","4","De 15 mil a 100 mil","Alto",102,4.78902804910655,18705.0980062611,"MANTE",0.000256027958126898
"1502","4","De 15 mil a 100 mil","Muy alto",8,3.32426310442645,18491.9747325103,"MANTE",0.000179767880527229
"1503","4","De 2500 a 15 mil","Muy bajo",61,10.244448824381,18511.9156651859,"MANTE",0.000553397552671821
"1504","4","De 2500 a 15 mil","Bajo",107,7.56522691321064,18773.2090874119,"MANTE",0.000402979952867163
"1505","4","De 2500 a 15 mil","Medio",99,6.91826508952644,18619.7053240269,"MANTE",0.000371556099794935
"1506","4","De 2500 a 15 mil","Alto",111,4.47054671404113,18609.4557312925,"MANTE",0.000240229847588919
"1507","4","De 2500 a 15 mil","Muy alto",27,3.1031919933888,18902.9050481899,"MANTE",0.000164164819400918
"1508","4","Menos de 2500","Muy bajo",77,12.1091324315984,19047.4487443694,"MANTE",0.000635735136716301
"1509","4","Menos de 2500","Bajo",130,8.94224141655519,18759.2368776674,"MANTE",0.000476684711370153
"1510","4","Menos de 2500","Medio",160,8.17752029436697,18782.3253492993,"MANTE",0.000435383805907293
"1511","4","Menos de 2500","Alto",168,5.28427084072451,18884.6961118706,"MANTE",0.000279817626369052
"1512","4","Menos de 2500","Muy alto",90,3.66803167772096,18492.3561804703,"MANTE",0.000198353938347496
"1513","5","100 mil o más","Muy bajo",1218,9.24992171022462,22878.47655914,"MANTE",0.000404306715366905
"1514","5","100 mil o más","Bajo",114,6.83078789102317,22993.9451560455,"MANTE",0.000297068982493735
"1515","5","100 mil o más","Medio",39,6.24661532006032,22913.7135460674,"MANTE",0.000272614707672838
"1516","5","De 15 mil a 100 mil","Muy bajo",177,18.9953642562357,22979.8457172511,"MANTE",0.000826609738375038
"1517","5","De 15 mil a 100 mil","Bajo",155,14.027502957527,22725.0001591237,"MANTE",0.000617271852994693
"1518","5","De 15 mil a 100 mil","Medio",111,12.8278635312089,22865.3593403675,"MANTE",0.000561017359939848
"1519","5","De 15 mil a 100 mil","Alto",65,8.28932638599209,23237.2771017125,"MANTE",0.000356725374909834
"1520","5","De 15 mil a 100 mil","Muy alto",9,5.75396508486897,22842.9040976059,"MANTE",0.000251892888061988
"1521","5","De 2500 a 15 mil","Muy bajo",61,15.6221370347636,22953.2131125139,"MANTE",0.000680607850333886
"1522","5","De 2500 a 15 mil","Bajo",75,11.5364765056348,22992.1086753979,"MANTE",0.000501758088764566
"1523","5","De 2500 a 15 mil","Medio",77,10.549870970861,23041.0946056033,"MANTE",0.000457871952328838
"1524","5","De 2500 a 15 mil","Alto",78,6.81729452412789,23000.8360262877,"MANTE",0.000296393336152494
"1525","5","De 2500 a 15 mil","Muy alto",17,4.73216674534472,22546.3276996424,"MANTE",0.000209886364129258
"1526","5","Menos de 2500","Muy bajo",86,21.8530969245864,23091.2663493191,"MANTE",0.000946379319089656
"1527","5","Menos de 2500","Bajo",87,16.1378522467728,22846.8497170179,"MANTE",0.000706349122380413
"1528","5","Menos de 2500","Medio",124,14.7577346399584,22677.4680279826,"MANTE",0.00065076641809166
"1529","5","Menos de 2500","Alto",139,9.53640322496848,22738.3568663145,"MANTE",0.000419397200995472
"1530","5","Menos de 2500","Muy alto",54,6.61961281732462,23182.0056755073,"MANTE",0.000285549615938474
"1531","6","100 mil o más","Muy bajo",1331,14.3915782344278,27862.3213204827,"MANTE",0.000516524738513009
"1532","6","100 mil o más","Bajo",103,10.6278207047895,27260.6492557842,"MANTE",0.000389859412557258
"1533","6","100 mil o más","Medio",46,9.71891915449604,27940.4203241701,"MANTE",0.000347844414712995
"1534","6","De 15 mil a 100 mil","Muy bajo",175,27.2799062807703,27843.4029110195,"MANTE",0.000979761933839408
"1535","6","De 15 mil a 100 mil","Bajo",150,20.1455287302626,27565.5432724353,"MANTE",0.000730822843981729
"1536","6","De 15 mil a 100 mil","Medio",114,18.4226635443487,27761.03878357,"MANTE",0.000663615784984672
"1537","6","De 15 mil a 100 mil","Alto",62,11.9046265863658,27395.7493803309,"MANTE",0.000434542834404554
"1538","6","De 15 mil a 100 mil","Muy alto",4,8.26348948778627,28256.2359330144,"MANTE",0.000292448346884423
"1539","6","De 2500 a 15 mil","Muy bajo",61,24.66705282947,27772.8114282316,"MANTE",0.000888172696999465
"1540","6","De 2500 a 15 mil","Bajo",80,18.2160017836015,27901.3130802853,"MANTE",0.000652872563064878
"1541","6","De 2500 a 15 mil","Medio",67,16.658151616464,27164.0365482373,"MANTE",0.000613242865686874
"1542","6","De 2500 a 15 mil","Alto",74,10.7644084220331,27610.57326759,"MANTE",0.000389865444578387
"1543","6","De 2500 a 15 mil","Muy alto",20,7.47201730288489,27570.6187911482,"MANTE",0.000271013768660276
"1544","6","Menos de 2500","Muy bajo",93,32.6796215751763,27709.6714871489,"MANTE",0.0011793579577561
"1545","6","Menos de 2500","Bajo",68,24.1330834703379,27933.7963819232,"MANTE",0.000863938547427628
"1546","6","Menos de 2500","Medio",94,22.0691987296341,27871.2400949352,"MANTE",0.000791826938968695
"1547","6","Menos de 2500","Alto",90,14.2609981072571,27715.249976999,"MANTE",0.000514554193777518
"1548","6","Menos de 2500","Muy alto",30,9.89914358839497,28103.2329346105,"MANTE",0.000352242164146307
"1549","7","100 mil o más","Muy bajo",1483,32.946766828193,34261.1826938121,"MANTE",0.00096163542054675
"1550","7","100 mil o más","Bajo",105,24.3301987398324,34417.6012215345,"MANTE",0.000706911518418355
"1551","7","100 mil o más","Medio",43,22.2494834204059,33914.1574247642,"MANTE",0.000656052961650739
"1552","7","De 15 mil a 100 mil","Muy bajo",224,62.6489477681683,34291.4328051643,"MANTE",0.00182695625826207
"1553","7","De 15 mil a 100 mil","Bajo",157,46.264368154528,34466.3422290368,"MANTE",0.00134230571515511
"1554","7","De 15 mil a 100 mil","Medio",98,42.3078456208623,34627.3263434596,"MANTE",0.00122180514895148
"1555","7","De 15 mil a 100 mil","Alto",62,27.3391346183373,33917.6377084172,"MANTE",0.000806044773912796
"1556","7","De 15 mil a 100 mil","Muy alto",3,18.9772187435656,33025.9483703704,"MANTE",0.00057461540636911
"1557","7","De 2500 a 15 mil","Muy bajo",58,59.611489767237,34543.8271720453,"MANTE",0.00172567704992103
"1558","7","De 2500 a 15 mil","Bajo",75,44.0212965593111,34562.9261431757,"MANTE",0.00127365652945455
"1559","7","De 2500 a 15 mil","Medio",57,40.2566012063703,34268.5896162515,"MANTE",0.00117473761415845
"1560","7","De 2500 a 15 mil","Alto",59,26.0136299427871,33668.4658149794,"MANTE",0.000772640787547065
"1561","7","De 2500 a 15 mil","Muy alto",16,18.0571313843753,34370.258410706,"MANTE",0.000525370835697606
"1562","7","Menos de 2500","Muy bajo",77,90.8474812234384,34112.4284633449,"MANTE",0.00266317835803034
"1563","7","Menos de 2500","Bajo",61,67.0881390184857,34567.490506992,"MANTE",0.00194078708157642
"1564","7","Menos de 2500","Medio",75,61.3507704050908,34610.3919728008,"MANTE",0.00177261125656434
"1565","7","Menos de 2500","Alto",80,39.6445847437905,34129.2538118102,"MANTE",0.00116160127503496
"1566","7","Menos de 2500","Muy alto",19,27.5189382247715,33559.4843137255,"MANTE",0.000820004800059355
"1567","8","100 mil o más","Muy bajo",1479,78.3650815803096,43744.2975175058,"MANTE",0.00179143536477981
"1568","8","100 mil o más","Bajo",81,57.8703986999272,42956.2823176583,"MANTE",0.00134719290351945
"1569","8","100 mil o más","Medio",47,52.9212897305722,43681.8059041045,"MANTE",0.0012115178993916
"1570","8","De 15 mil a 100 mil","Muy bajo",198,136.97000809779,43126.2536991928,"MANTE",0.0031760237987088
"1571","8","De 15 mil a 100 mil","Bajo",152,101.148481169233,43351.3453136453,"MANTE",0.00233322588808785
"1572","8","De 15 mil a 100 mil","Medio",97,92.4982063026816,43142.214816271,"MANTE",0.00214403008043518
"1573","8","De 15 mil a 100 mil","Alto",41,59.7718080407122,44267.9002941786,"MANTE",0.00135022911959916
"1574","8","De 15 mil a 100 mil","Muy alto",4,41.4901588996438,43702.4642583732,"MANTE",0.000949378018007175
"1575","8","De 2500 a 15 mil","Muy bajo",54,119.392992122775,42255.3315949245,"MANTE",0.00282551308003735
"1576","8","De 2500 a 15 mil","Bajo",66,88.1683514747763,41249.5937066392,"MANTE",0.00213743563395596
"1577","8","De 2500 a 15 mil","Medio",60,80.6281445831723,42479.157042666,"MANTE",0.00189806366689879
"1578","8","De 2500 a 15 mil","Alto",48,52.1014425396966,43838.3855080636,"MANTE",0.00118848908179142
"1579","8","De 2500 a 15 mil","Muy alto",9,36.1658313631784,42302.7767595172,"MANTE",0.000854928071714391
"1580","8","Menos de 2500","Muy bajo",64,141.469376963138,43580.4809483422,"MANTE",0.00324616373855138
"1581","8","Menos de 2500","Bajo",74,104.471137955711,42947.3186764055,"MANTE",0.0024325415689596
"1582","8","Menos de 2500","Medio",62,95.5367076163539,42790.1859881599,"MANTE",0.00223267801740308
"1583","8","Menos de 2500","Alto",54,61.7352700851325,42908.6577697827,"MANTE",0.00143876022448337
"1584","8","Menos de 2500","Muy alto",22,42.8530815698251,42818.6274499482,"MANTE",0.00100080465259932
"1585","9","100 mil o más","Muy bajo",1631,263.290056929405,59691.0573082088,"MANTE",0.00441087943156933
"1586","9","100 mil o más","Bajo",99,194.432163708992,60475.0841048964,"MANTE",0.00321507884754226
"1587","9","100 mil o más","Medio",43,177.804505830629,57820.67203756,"MANTE",0.00307510271957973
"1588","9","De 15 mil a 100 mil","Muy bajo",187,403.852150454211,59384.7149791407,"MANTE",0.00680060770849985
"1589","9","De 15 mil a 100 mil","Bajo",125,298.233242633979,58653.9851945659,"MANTE",0.00508462028018532
"1590","9","De 15 mil a 100 mil","Medio",86,272.728612988986,58924.1098621347,"MANTE",0.0046284723456509
"1591","9","De 15 mil a 100 mil","Alto",43,176.235816285084,57843.694440239,"MANTE",0.00304675933981294
"1592","9","De 15 mil a 100 mil","Muy alto",3,122.332471693169,62650.31,"MANTE",0.00195262356552057
"1593","9","De 2500 a 15 mil","Muy bajo",42,347.778302048823,58867.0841669751,"MANTE",0.00590785677548352
"1594","9","De 2500 a 15 mil","Bajo",52,256.824312117956,60308.4799535354,"MANTE",0.00425851078183078
"1595","9","De 2500 a 15 mil","Medio",37,234.86093571314,59104.5880491758,"MANTE",0.00397364982085203
"1596","9","De 2500 a 15 mil","Alto",44,151.765919480387,56405.6375314511,"MANTE",0.00269061615331914
"1597","9","De 2500 a 15 mil","Muy alto",15,105.346917784234,58550.9958160301,"MANTE",0.00179923357948068
"1598","9","Menos de 2500","Muy bajo",56,394.163831587421,60456.0022428987,"MANTE",0.00651984611889749
"1599","9","Menos de 2500","Bajo",35,291.078696723886,59387.61015425,"MANTE",0.00490133709654008
"1600","9","Menos de 2500","Medio",32,266.185917193599,57732.6720632892,"MANTE",0.00461066338488185
"1601","9","Menos de 2500","Alto",50,172.007960169923,57563.4689818677,"MANTE",0.00298814444668205
"1602","9","Menos de 2500","Muy alto",14,119.397744238597,58582.9331858228,"MANTE",0.00203809774870561
"1603","10","100 mil o más","Muy bajo",1722,1402.16221444601,128731.369458463,"MANTE",0.0108921564366518
"1604","10","100 mil o más","Bajo",99,1035.45552875001,117325.112468943,"MANTE",0.0088255234276814
"1605","10","100 mil o más","Medio",33,946.903590681115,125107.670393822,"MANTE",0.00756870931814483
"1606","10","De 15 mil a 100 mil","Muy bajo",151,1611.58427968613,133606.410632705,"MANTE",0.0120621777956187
"1607","10","De 15 mil a 100 mil","Bajo",122,1190.10756049144,111043.866582914,"MANTE",0.0107174542558171
"1608","10","De 15 mil a 100 mil","Medio",76,1088.32981333972,134245.438402788,"MANTE",0.008107015227395
"1609","10","De 15 mil a 100 mil","Alto",26,703.274113006401,103548.737527488,"MANTE",0.00679172078577697
"1610","10","De 15 mil a 100 mil","Muy alto",1,488.17152264022,123389.01,"MANTE",0.00395636145099325
"1611","10","De 2500 a 15 mil","Muy bajo",26,1736.29947276346,103944.013880933,"MANTE",0.0167041795668232
"1612","10","De 2500 a 15 mil","Bajo",39,1282.20606012335,99205.7686233298,"MANTE",0.0129247127250403
"1613","10","De 2500 a 15 mil","Medio",30,1172.5520687398,101128.465912641,"MANTE",0.0115946786906933
"1614","10","De 2500 a 15 mil","Alto",25,757.698177509538,104917.425538664,"MANTE",0.00722185255327595
"1615","10","De 2500 a 15 mil","Muy alto",5,525.949506992851,109072.866274062,"MANTE",0.00482200133689825
"1616","10","Menos de 2500","Muy bajo",39,1669.9796903887,113401.495323467,"MANTE",0.0147262581117228
"1617","10","Menos de 2500","Bajo",42,1233.23085267735,132499.138063408,"MANTE",0.00930746320845634
"1618","10","Menos de 2500","Medio",34,1127.7652106881,115038.20061555,"MANTE",0.00980339752059423
"1619","10","Menos de 2500","Alto",26,728.757099644551,107131.252652092,"MANTE",0.00680246969585231
"1620","10","Menos de 2500","Muy alto",3,505.860313054226,92007.8558091286,"MANTE",0.00549801219260711
"1621","1","100 mil o más","Muy bajo",431,11.0393723623253,7023.87328834629,"COMUNICA",0.00157169298322072
"1622","1","100 mil o más","Bajo",59,9.82323422074203,5957.20544233532,"COMUNICA",0.00164896683786201
"1623","1","100 mil o más","Medio",92,7.22783018551784,6834.84765741627,"COMUNICA",0.0010574968964634
"1624","1","De 15 mil a 100 mil","Muy bajo",89,7.98541099810964,6616.99354063579,"COMUNICA",0.001206803505107
"1625","1","De 15 mil a 100 mil","Bajo",88,9.16557720581708,6756.55020545886,"COMUNICA",0.00135654689554617
"1626","1","De 15 mil a 100 mil","Medio",81,7.42203552313805,6636.2430995281,"COMUNICA",0.00111840922820712
"1627","1","De 15 mil a 100 mil","Alto",123,5.51345108885204,7079.54975684921,"COMUNICA",0.000778785555326873
"1628","1","De 15 mil a 100 mil","Muy alto",49,2.86757708267737,6001.2096680791,"COMUNICA",0.000477833177189298
"1629","1","De 2500 a 15 mil","Muy bajo",36,5.98752892819375,7150.98644546082,"COMUNICA",0.000837301115567686
"1630","1","De 2500 a 15 mil","Bajo",61,6.32523261017613,6781.63520983796,"COMUNICA",0.00093270021380688
"1631","1","De 2500 a 15 mil","Medio",88,4.53690434405208,6727.00920001604,"COMUNICA",0.000674431119261925
"1632","1","De 2500 a 15 mil","Alto",170,3.16385709270096,6764.65228144605,"COMUNICA",0.00046770431961133
"1633","1","De 2500 a 15 mil","Muy alto",93,2.41405107203886,5862.44868842607,"COMUNICA",0.00041178203858821
"1634","1","Menos de 2500","Muy bajo",64,5.7624398353571,6479.50237467619,"COMUNICA",0.000889333702211209
"1635","1","Menos de 2500","Bajo",140,5.2347482281653,6485.37023565922,"COMUNICA",0.000807162588711206
"1636","1","Menos de 2500","Medio",263,3.63475641587611,6406.52806754724,"COMUNICA",0.000567351984967996
"1637","1","Menos de 2500","Alto",620,2.25195221118691,6228.84676040301,"COMUNICA",0.000361535978939576
"1638","1","Menos de 2500","Muy alto",671,1.65193110624061,5744.24406355316,"COMUNICA",0.000287580243451353
"1639","2","100 mil o más","Muy bajo",700,30.2342267637533,11266.0272977433,"COMUNICA",0.00268366354569454
"1640","2","100 mil o más","Bajo",78,26.9035123769316,11210.7545719358,"COMUNICA",0.00239979496512037
"1641","2","100 mil o más","Medio",61,19.7953153192504,11300.2761040575,"COMUNICA",0.00175175501350295
"1642","2","De 15 mil a 100 mil","Muy bajo",125,17.0535233667909,11270.814530134,"COMUNICA",0.00151306929248068
"1643","2","De 15 mil a 100 mil","Bajo",136,19.5738685318174,11317.13165387,"COMUNICA",0.00172957858320257
"1644","2","De 15 mil a 100 mil","Medio",128,15.8503871939653,11331.8299526236,"COMUNICA",0.00139874912174229
"1645","2","De 15 mil a 100 mil","Alto",121,11.7744430434019,10987.6868584801,"COMUNICA",0.00107160344074736
"1646","2","De 15 mil a 100 mil","Muy alto",20,6.12395439597147,10847.0223157895,"COMUNICA",0.00056457470241
"1647","2","De 2500 a 15 mil","Muy bajo",48,15.2510702642052,11456.3767700261,"COMUNICA",0.00133122980941996
"1648","2","De 2500 a 15 mil","Bajo",99,16.1112485855395,10971.9937112606,"COMUNICA",0.00146839754100518
"1649","2","De 2500 a 15 mil","Medio",129,11.5561273712275,11099.0332099448,"COMUNICA",0.00104118324115592
"1650","2","De 2500 a 15 mil","Alto",151,8.0587847516659,11144.1280776753,"COMUNICA",0.000723141792295967
"1651","2","De 2500 a 15 mil","Muy alto",46,6.14892436639151,11011.9222354344,"COMUNICA",0.000558387921284565
"1652","2","Menos de 2500","Muy bajo",57,11.5745036381864,11232.7869648457,"COMUNICA",0.00103042136153834
"1653","2","Menos de 2500","Bajo",151,10.5145761418842,11025.375921108,"COMUNICA",0.000953670533968297
"1654","2","Menos de 2500","Medio",255,7.3008139887802,11152.2924019506,"COMUNICA",0.000654646930482495
"1655","2","Menos de 2500","Alto",410,4.52329738897648,10940.1713138121,"COMUNICA",0.000413457637840257
"1656","2","Menos de 2500","Muy alto",255,3.31808802269782,10904.5170574151,"COMUNICA",0.000304285646510269
"1657","3","100 mil o más","Muy bajo",937,49.2230971081715,14910.6500758462,"COMUNICA",0.0033012039621202
"1658","3","100 mil o más","Bajo",87,43.8004984426532,14774.1055666619,"COMUNICA",0.00296468021329765
"1659","3","100 mil o más","Medio",58,32.2279361023545,14919.4526612513,"COMUNICA",0.00216012858072579
"1660","3","De 15 mil a 100 mil","Muy bajo",156,36.1416042518836,14918.3825600534,"COMUNICA",0.00242262216472844
"1661","3","De 15 mil a 100 mil","Bajo",150,41.4829824277228,14959.9281198251,"COMUNICA",0.00277293995635908
"1662","3","De 15 mil a 100 mil","Medio",105,33.5917926684272,14860.157003881,"COMUNICA",0.00226052743989543
"1663","3","De 15 mil a 100 mil","Alto",80,24.9536269783207,15035.2717049243,"COMUNICA",0.00165967249997537
"1664","3","De 15 mil a 100 mil","Muy alto",11,12.9785224715961,15167.0942071197,"COMUNICA",0.000855702634556308
"1665","3","De 2500 a 15 mil","Muy bajo",51,32.1131365065301,15048.141404043,"COMUNICA",0.00213402676412266
"1666","3","De 2500 a 15 mil","Bajo",90,33.9243552193438,14910.5774570967,"COMUNICA",0.00227518721638761
"1667","3","De 2500 a 15 mil","Medio",110,24.3329477426951,15150.2169929536,"COMUNICA",0.00160611216024249
"1668","3","De 2500 a 15 mil","Alto",145,16.9688323720065,14858.9647095984,"COMUNICA",0.00114199291159532
"1669","3","De 2500 a 15 mil","Muy alto",31,12.9473698649011,14817.5046621813,"COMUNICA",0.000873788816678877
"1670","3","Menos de 2500","Muy bajo",89,18.611751808758,14834.7904107529,"COMUNICA",0.00125460160160183
"1671","3","Menos de 2500","Bajo",125,16.9073929772163,14803.6316419215,"COMUNICA",0.00114211116475888
"1672","3","Menos de 2500","Medio",222,11.7396773294701,14736.6209665568,"COMUNICA",0.000796632915789315
"1673","3","Menos de 2500","Alto",260,7.27344264535775,14669.2680727298,"COMUNICA",0.000495828599579489
"1674","3","Menos de 2500","Muy alto",132,5.33547119500849,14671.9221088686,"COMUNICA",0.000363651821173683
"1675","4","100 mil o más","Muy bajo",1075,114.413575256615,18739.8613218548,"COMUNICA",0.00610535869458026
"1676","4","100 mil o más","Bajo",105,101.809352098119,18811.6044584986,"COMUNICA",0.00541205043528991
"1677","4","100 mil o más","Medio",40,74.9102272965261,18721.4658619134,"COMUNICA",0.00400130138574898
"1678","4","De 15 mil a 100 mil","Muy bajo",173,72.0059443673499,18737.0497043727,"COMUNICA",0.00384297130569844
"1679","4","De 15 mil a 100 mil","Bajo",185,82.647723771882,18609.2773386727,"COMUNICA",0.00444121081478689
"1680","4","De 15 mil a 100 mil","Medio",102,66.9258823494603,18782.7978122765,"COMUNICA",0.00356314767471528
